id dam sire mtHap
FEE71 FEEDE NA 135
AME18 OPA08 WSD11 143
SHOBO MODNP RPP06 NA
CLV09 KNO02 WAG98 143
NOB78 BUL65 YESTE 144
THS95 PAP87 SOL89 139
LCH06 CED00 TNY94 147
LPW99 FEA87 EGR88 151
BED15 GYP07 SHAGG 140
STE05 FAL01 TNG94 156
BLT69 BLTLE CRUSA 147
LCH04 CED00 TNY94 147
TIT84 CLE75 LTNIK 137
SME90 TEA78 RED79 141
LIZ82 LTF77 TOR74 152
GRN18 MIC14 TTL06 130
ART99 ARI96 HRM90 132
ALD98 SUR87 BASIL 132
RED81 REDYE BAR75 133
PET87 FAG79 BITES 147
AME16 OPA08 VNS09 143
VER83 RGR71 TER75 136
UHA14 F0051 CND07 NA
BEA05 MOO96 DOC95 155
NOB76 BUL65 YESTE 144
AQU89 COB80 MAC81 130
TOR78 TRN69 BOSSS 151
VER79 RGR71 MAXIS 136
QUA87 BR274 NA 141
LPW94 FEA87 CUR85 151
THS93 PAP87 JUG85 139
PET85 FAG79 BET76 147
PTN93 LIM83 VER81 144
GCE07 FTH03 TNG97 135
SME87 TEA78 RED79 141
TRA83 GRC76 LTNIK 140
BLC82 BLO72 TRN73 156
PET83 FAG79 NRSWI 147
RON86 MAC83 RED79 140
MOS78 CRT74 MAXIS 138
SPL04 SAM94 BULBY 139
HIC85 BLT75 TER75 147
BED14 GYP07 LAPHR 140
FAL03 CHP94 SANDY 156
IOLOO F0134 MNS06 NA
PTN95 LIM83 TYS83 144
PET88 FAG79 RHY82 147
RED79 REDYE SCO71 133
LPW97 FEA87 TYS83 151
DANDP MODNP BERTI NA
CSK98 ANK89 SLT86 144
ARB13 COF01 LAPHR 130
WHO81 MYR74 TER75 150
GIN94 JUN85 JUG85 147
ARN19 GLR16 WSD11 143
CRM07 OCH96 ZUC98 138
SEM91 WHE84 BAR82 155
AME15 OPA08 ZAPHO 143
LIZ90 LTF77 SOR84 152
VER81 RGR71 MAXIS 136
MUS84 RED74 OTA76 133
CLC87 COL72 BRF76 130
MOC84 CHO75 LTNIK 158
SVG17 CDN12 FRT05 147
OCH85 SAF80 LIKEC 138
NIBSI F0001 CHE75 NA
THO84 YTA74 YHO76 132
SSK04 CHF01 CEDRI 151
DIN14 CMR05 CND07 142
MAL95 SME84 FOL84 141
VIO99 CLA85 BASIL 137
TRA84 GRC76 NRSWI 140
SSK06 CHF01 TNY94 151
SRL92 OCH87 JUG85 138
BEA00 MOO96 OCH92 155
CSK95 ANK89 TYS83 144
PEREG F0151 LIGHT NA
HIC81 BLT75 RED73 147
KIW85 BLO75 KIL76 156
SPL06 SAM94 CSK93 139
PEC82 SCO76 MAXIS 127
TAL75 BRO66 CONGA 141
THO89 YTA74 BRF76 132
BUL71 BULGY CRUSA 144
TOR72 TRN69 CECIL 151
PKN19 CNK04 IRI13 155
KIW79 BLO75 MAXIS 156
GIN93 JUN85 JUG85 147
ARI99 ATH87 HRM90 132
EKA17 MEE11 JAD12 147
THU96 UMB84 TIG89 140
ARI91 ATH87 CUR81 132
ARI97 ATH87 SAF88 132
ALD94 SUR87 SAF85 132
FEA90 PLO82 RED77 151
FEA91 PLO82 AVO84 151
CRM05 OCH96 CGH97 138
BED17 GYP07 GLR09 140
GCE08 FTH03 TNG97 135
CSK96 ANK89 SLT86 144
PTN90 LIM83 RHY82 144
POLLU BULGY CRUSA 144
PEN85 BAR80 ASP77 155
MAB16 MDD13 HIA08 153
CRT77 CROTT MAXIS 138
YUM19 NAV15 OXY09 147
TIT79 CLE75 BLT71 137
PERCY MOPRC PEC85 NA
SLT86 ALM80 TOR76 122
HIC83 BLT75 TER75 147
MOY73 UPR68 CECIL 155
LIT79 LITLH BLT71 159
SAF89 CRT76 VIC80 138
FOL84 MOD72 RED77 153
BEA04 MOO96 DOC95 155
DSA99 F0114 TOR76 NA
PTN92 LIM83 VER81 144
TRK87 UPT82 ROCKY 143
SPI99 HAL94 SAF88 133
ARB04 COF01 GEC97 130
ARB06 COF01 FRO95 130
CSK97 ANK89 SLT86 144
TAM93 RHY88 CROSS 138
TKN99 NAK90 DIC90 143
NAN06 SQU01 SYC97 143
COW80 PGB75 RED72 101
FOL86 MOD72 RED77 153
BLT73 BLTLE CECIL 147
ALD93 SUR87 LAM86 132
CSK03 ANK89 OCH92 144
HER91 MAC87 CUR81 140
YHO76 GRE68 MAXIS 140
GIN92 JUN85 RHY82 147
MUS77 RED74 MAXIS 133
WHO79 MYR74 MAXIS 150
MUS87 RED74 OTA76 133
BRA81 ELG68 RED72 106
FAL99 CHP94 TWE89 156
LCH08 CED00 PERCY 147
AME13 OPA08 SPD01 143
VER80 RGR71 CRT72 136
FLY83 LTF74 NRSWI 152
BOT84 GL375 TAL75 157
LPW91 FEA87 TIT79 151
FEN86 RED82 BET76 133
PTN89 LIM83 TIT79 144
CLC78 COL72 CRT72 130
VER78 RGR71 MAXIS 136
HIC82 BLT75 YHO72 147
CLV06 KNO02 PAP94 143
TOK15 SLA07 UKL08 152
CLS17 GLR13 CHK09 143
MAD91 BOT79 BAR82 157
POR92 OAT87 FLY86 155
CASTL F0152 PEP85 174
BAL15 LUT12 BRAVO 137
SPI00 HAL94 RHINO 133
KIT97 TER85 FIL86 151
CSK01 ANK89 TNY94 144
SLA00 GEC95 OCH92 152
TWE89 SEP84 LEN83 158
CSK93 ANK89 JUG85 144
CSK99 ANK89 SLT86 144
HIC84 BLT75 TER75 147
TOU91 CAN82 SAF85 132
SAF88 CRT76 BRF76 138
LCH12 CED00 CMT06 147
RED77 REDYE MAXIS 133
HIC92 BLT75 VER81 147
PIC98 MUS85 SAF88 133
TIG89 OTA80 ROCKY 130
GIN91 JUN85 RHY82 147
FEA85 PLO82 TRN77 151
TIG93 OTA80 FOL84 130
VIO94 CLA85 FLY86 137
CRM01 OCH96 CHP90 138
ART00 ARI96 SAF88 132
LIC76 CRT71 MAXIS 138
ALD99 SUR87 SAF88 132
PEN91 BAR80 RED77 155
PRK83 OTA78 SOO72 130
TOR75 TRN69 BOSSS 151
CHF03 WAG95 KKONG 151
SEM95 WHE84 SKA85 155
APN87 ASP78 LIT76 151
THO81 YTA74 CLE72 132
HIC80 BLT75 MAG72 147
FEN89 RED82 ROCKY 133
YUM21 NAV15 MNM15 147
TWE91 SEP84 VIC80 158
CLC85 COL72 OTA76 130
SAF85 CRT76 BET76 138
ZEBRA MOLIB BLT71 165
SEM92 WHE84 VER84 155
HIC89 BLT75 VER81 147
LIZ83 LTF77 GROWT 152
PCO04 VIO97 CEDRI 137
RTN69 RTNIC CRUSA 145
RTN73 RTNIC SDVIW 145
THU91 UMB84 BLC81 140
EKA15 MEE11 TRT02 147
PACKH F0051 JAE05 NA
FEA89 PLO82 VER81 151
TWE94 SEP84 PEP85 158
SPL97 SAM94 DUNST 139
MOS83 CRT74 TOR74 138
SAF90 CRT76 CUR81 138
JOW92 WID79 RHY82 123
JOW89 WID79 ROCKY 123
ARI01 ATH87 PIC94 132
DUN93 WHA83 SUR86 143
ALD01 SUR87 TOU91 132
DUN94 WHA83 CROSS 143
CUR85 UPT74 TRN77 143
FEA88 PLO82 MEL79 151
CLC80 COL72 RED72 130
ALD96 SUR87 VIN88 132
PEN90 BAR80 TIT79 155
CLS16 GLR13 SLITT 143
PEN92 BAR80 VER84 155
TONKS MOPRX DIL99 123
BIS83 CIN76 LIKEC 139
TOR74 TRN69 PINCS 151
CUR84 UPT74 RED77 143
LPW00 FEA87 EGR88 151
CHF04 WAG95 TAM94 151
THS98 PAP87 BASIL 139
YTA77 YTAGG MAXIS 132
WTZ15 TWL10 KLD06 158
PEC81 SCO76 CORKS 127
DIN10 CMR05 STUAR 142
LPW98 FEA87 SCI87 151
MAL91 SME84 RED79 141
HIC88 BLT75 YTA77 147
JOW84 WID79 LTNIK 123
BOM04 BIT01 HAW99 143
UPR73 UPRHI CECIL 155
BUS92 PEC86 TYS83 127
BLC81 BLO72 GROWT 156
KIT96 TER85 FIL86 151
SVG16 CDN12 RBY07 147
HRN01 EGR96 HRM90 143
SAM90 CAL84 RED79 139
TWL15 WIS06 KLD06 158
MAD87 BOT79 FLINT 157
SAO02 TOS96 FIN95 165
BOT81 GL375 TRN73 157
TIG85 OTA80 QUINS 130
TWX08 WIS01 MND99 158
FOL83 MOD72 GROWT 153
BIS84 CIN76 SEP78 139
NRSWI MOWSP MAXIS 123
THU94 UMB84 AVO84 140
MAB20 MDD13 CHM10 153
PEN89 BAR80 RED77 155
PEN86 BAR80 RED77 155
PIC00 MUS85 CHP90 133
THO91 YTA74 INI85 132
COW79 PGB75 SCO71 101
PNT98 MOO94 TWE89 155
OUI17 AYE13 KLD06 147
SEM94 WHE84 CUR85 155
PIC90 MUS85 RED79 133
AME20 OPA08 WSD11 143
MOY82 UPR68 BLT71 155
TIG92 OTA80 LEN83 130
SPL01 SAM94 PEC90 139
PCO11 VIO97 RUSTY 137
TOU87 CAN82 RED79 132
THO87 YTA74 BAR82 132
SPL98 SAM94 SQUAS 139
BNG17 DID13 NAV10 137
FOL75 MOD72 CONGA 153
TRA86 GRC76 SEP77 140
HIC91 BLT75 TIT79 147
CLS21 GLR13 TONKS 143
WAN86 WAX80 BRF76 132
KIT90 TER85 RED77 151
UPR75 UPRHI CECIL 155
OCH89 SAF80 BRF76 138
BST75 MHO67 YESTE 139
CMO78 CMOFF JUNCU 142
DUI89 DOR82 COY76 132
PIC91 MUS85 SAF85 133
PEC92 SCO76 RED81 127
SPL99 SAM94 PEREG 139
PEC90 SCO76 BITES 127
FEA95 PLO82 SLT86 151
UPR71 UPRHI CRUSA 155
PCO06 VIO97 PERCY 137
FEA98 PLO82 EGR88 151
CUR83 UPT74 NRSWI 143
PCO08 VIO97 SYC97 137
KIT95 TER85 SLT86 151
MUS81 RED74 CORKS 133
BOM06 BIT01 DIL99 143
THO78 YTA74 JUNCU 132
SDP20 GLR15 PPL14 143
CLS18 GLR13 HUGHE 143
VIO90 CLA85 RHY82 137
MOY76 UPR68 BOSSS 155
KIT91 TER85 VER81 151
CHEST F0100 JUNCU NA
MOS80 CRT74 MAXIS 138
MAL98 SME84 INI85 141
LCH10 CED00 KAR02 147
OPE89 SKA82 VIC80 165
HIC90 BLT75 VER81 147
CLS20 GLR13 HDX11 143
FEA97 PLO82 SLT86 151
CHF07 WAG95 TKN99 151
TLW91 CAN87 BITES 132
SAM91 CAL84 LEN83 139
KIW92 BLO75 SOR84 156
FEA94 PLO82 CUR85 151
DUN87 WHA83 BITES 143
PEC89 SCO76 BITES 127
DUI87 DOR82 BRF76 132
SAM98 CAL84 BCL90 139
CUR81 UPT74 MAXIS 143
SAM92 CAL84 AVO84 139
FEA96 PLO82 PEP85 151
FIL86 EIF81 BRF76 130
RHINO F0119 LIGHT NA
FIS85 CRA81 RED77 154
PIBRO MOLIB CONAR 165
PEC85 SCO76 ROCKY 127
WHE77 UPR74 BLT71 155
VIO96 CLA85 TURKS 137
BUL73 BULGY STARN 144
CUR78 UPT74 PHANT 143
FRODO F0071 M0087 NA
RGR69 RGRHI FAISA 136
TRA81 GRC76 PHANT 140
KIW89 BLO75 MAD83 156
MUS89 RED74 JACKS 133
FEN91 RED82 CONFI 133
TOK17 SLA07 M0106 152
FEN90 RED82 LENOT 133
AME12 OPA08 BROWN 143
GRE73 GREET HEINS 140
SEY92 SUR89 CRUMP 132
LIC74 CRT71 M0132 138
FLY86 LTF74 MASSI 152
VIO95 CLA85 LENOT 137
DEW17 MNS12 TWX06 153
TKN94 NAK90 BRNCH 143
MOW71 MOWSP FAISA 123
MOC85 CHO75 MASSI 158
TIT82 CLE75 PHANT 137
BDLFT MOWSP THORS 123
THO86 YTA74 YELLO 132
BUL70 BULGY THORS 144
LIT74 LITLH M0112 159
OCH98 SAF80 TURKS 138
WAN91 WAX80 TOPIS 132
PKN18 CNK04 SPOCK 155
VIO92 CLA85 CONFI 137
GIN96 JUN85 LENOT 147
SRL91 OCH87 LENOT 138
ARB11 COF01 BROWN 130
VIO89 CLA85 M0144 137
CSK94 ANK89 OCH83 144
TAL77 BRO66 M0107 141
FEA92 PLO82 SAF82 151
TAL72 BRO66 THORS 141
BST73 MHO67 HEINS 139
DEW21 MNS12 LONGB 153
ARI94 ATH87 M0060 132
ALD06 SUR87 CRD99 132
RED72 REDYE HEINS 133
RED73 REDYE SAGGY 133
SOLOM MOWSP THORS 123
ALD95 SUR87 M0049 132
OCH90 SAF80 FORTS 138
GIN95 JUN85 LENOT 147
UHA03 MODNP M0033 NA
LIT76 LITLH M0135 159
THS92 PAP87 M0111 139
SAF92 CRT76 LENOT 138
HER93 MAC87 CRUMP 140
ALD91 SUR87 CONFI 132
TRN72 TRNRI FAISA 151
CHO73 CHOCH VICTO 158
CHP90 BLC83 SEP83 156
LAURE F0156 ARCHI NA
WAN90 WAX80 TOPIS 132
APN89 ASP78 JACKS 151
PTN94 LIM83 OCH83 144
FEN92 RED82 WAX85 133
LIT72 LITLH FAISA 159
MAL93 SME84 CRUMP 141
SVG20 CDN12 SPOCK 147
GIN89 JUN85 CRE80 147
SUT98 TWE93 WIRES 158
YHO72 GRE68 HEINS 140
RUNAW F0135 M0079 143
TOR76 TRN69 M0134 151
SPL08 SAM94 ETN04 139
TRN74 TRNRI THORS 151
SLIPP F0071 M0087 NA
PEN84 BAR80 MASSI 155
PROXY MOPRX M0033 123
RAN82 YTA75 M0137 132
GRE72 GREET HEINS 140
BUL72 BULGY FAISA 144
BST74 MHO67 SAGGY 139
LIZ89 LTF77 M0097 152
FOL77 MOD72 M0132 153
SPI03 HAL94 M0045 133
ALD03 SUR87 M0038 132
HALFE KNO02 M0140 143
HUMBL F0136 M0100 NA
MAB19 MDD13 LONGB 153
LPW93 FEA87 CRUMP 151
CLC83 COL72 M0096 130
TAL71 BRO66 FAISA 141
SLA12 GEC95 M0050 152
KIW91 BLO75 SEP83 156
RGR72 RGRHI HEINS 136
ARI93 ATH87 LENNY 132
CRC91 TUR87 CONFI 133
PIC93 MUS85 CRUMP 133
BAL17 LUT12 SARGA 137
CRT72 CROTT HEINS 138
FEE73 FEEDE HEINS 135
KIW87 BLO75 M0097 156
TAL70 BRO66 FAISA 141
VER74 RGR71 M0112 136
SLT84 ALM80 M0058 122
BULBY F0160 M0153 NA
PTN87 LIM83 CRE80 144
BED12 GYP07 ROGER 140
YUM20 NAV15 STRAC 147
TRN73 TRNRI M0029 151
DSA98 MOPRC M0153 NA
UPR72 UPRHI FAISA 155
TRK88 UPT82 JACKS 143
THS96 PAP87 LENOT 139
TAM95 RHY88 BRNCH 138
OCH92 SAF80 LENOT 138
CML18 SLA06 SPOCK 152
VER84 RGR71 YELLO 136
YTA76 YTAGG M0107 132
PCO03 VIO97 M0108 137
CMO77 CMOFF SAGGY 142
PIC96 MUS85 TURKS 133
JOW93 WID79 CRUMP 123
STE08 FAL01 M0102 156
YHO74 GRE68 SAGGY 140
TLW93 CAN87 M0099 132
THO82 YTA74 M0096 132
DIT92 PIB83 MAD83 165
KIT92 TER85 SAF82 151
THO80 YTA74 PHANT 132
RGR73 RGRHI FAISA 136
SPI01 HAL94 CCO93 133
PIC94 MUS85 CONFI 133
BRO72 BROWH THORS 141
YHO71 GRE68 M0094 140
DIT91 PIB83 OCH83 165
YTA72 YTAGG HEINS 132
FIL90 EIF81 FORTS 130
DUI91 DOR82 M0146 132
DUN91 WHA83 SCO81 143
MNN05 DIL01 M0038 133
FIL92 EIF81 BRNCH 130
MOS82 CRT74 PHANT 138
WAN83 WAX80 BRF77 132
DUN89 WHA83 CRE80 143
TAM94 RHY88 GRIST 138
MOY74 UPR68 M0029 155
PIC89 MUS85 CRE80 133
CLS19 GLR13 M0138 143
SAU00 OCC89 NA 130
GKG07 CED04 NA 147
TSL03 THS96 NA 139
CHL96 PEP91 NA 133
PII17 PCN11 NA 147
SEL21 KLP18 NA 130
PMP04 MNT99 NA 132
BUA21 GLE16 NA 143
CHL03 PEP91 NA 133
BUA20 GLE16 NA 143
MRC21 MCD14 NA 147
ELI19 LEI15 NA 140
MCC21 SHO17 NA 140
CHK15 SOX04 NA 147
HEX13 HED08 NA 147
PRI85 PGB74 NA 101
BGE20 SHO16 NA 140
SAU92 OCC89 NA 130
DRE15 PRC09 NA 138
CPP99 CAF96 NA 130
TRX09 TIN04 NA 140
CUC93 UMB80 NA 140
PTA02 PRS98 NA 132
BRZ18 ZEP14 NA 143
BYL21 ONY15 NA 143
DPU98 DBL89 NA 172
DEO07 CED99 NA 147
WAG02 LPW91 NA 151
BNS07 PCL02 NA 133
OCC89 CLC80 NA 130
VEN95 APH91 NA 132
FLU16 PCO06 NA 137
FLA85 UPT79 NA 143
BAN93 FRE83 NA 132
DEO05 CED99 NA 147
PAP90 CAL82 NA 139
PAP94 CAL82 NA 139
PRI90 PGB74 NA 101
VNT15 SWT11 NA 144
PPL15 FRT07 NA 144
MAC81 YHO74 NA 140
SPT18 CBS13 NA 140
DOC02 HIC88 NA 147
CLW10 STI94 NA 143
WID75 MOW71 NA 123
VEN96 APH91 NA 132
PPL12 FRT07 NA 144
ALO20 CRX14 NA 143
HAW96 SUR91 NA 132
SCO83 SCOLL NA 127
DOC97 HIC88 NA 147
INI91 VER79 NA 136
YOG09 YOS01 NA 147
CLE81 CLEOP NA 137
VNT17 SWT11 NA 144
MDD20 MEG06 NA 153
EOL88 CAN80 NA 132
PSS12 CND06 NA 140
HAZ16 LCH06 NA 147
COQ94 FIL90 NA 130
AND02 ARI99 NA 132
WRE11 WAG96 NA 151
COLLE OTAGG NA 130
INI85 VER79 NA 136
YAN19 BMA16 NA 138
TUR83 MUS77 NA 133
FLM19 EMB12 NA 140
CLE74 CLEOP NA 137
WAD00 WOD94 NA 140
PRT99 ORP92 NA 137
DIL97 FEN90 NA 133
HAZ17 LCH06 NA 147
JAV13 ARB11 NA 130
SPD12 KNO95 NA 143
MLN98 BEE93 NA 147
CPY13 MOU03 NA 147
SLK15 RPP11 NA 143
BRY12 HIR03 NA 153
REG21 RAS14 NA 130
FIN93 FEN89 NA 133
HNY17 NEC08 NA 139
CHL00 PEP91 NA 133
SPT20 CBS13 NA 140
TBS10 BNS07 NA 133
OCC85 CLC80 NA 130
CRD01 FIN93 NA 133
DMS01 NYM98 NA 132
MGN96 AQU91 NA 130
CECIL NA NA NA
TOMSS NA NA NA
PASTO NA NA NA
BRE91 NA NA 171
MYR72 NA NA 150
OTC76 NA NA 130
LIMES NA NA NA
BREAC NA NA NA
RUSTY NA NA NA
OTAGG NA NA 130
LIKEC NA NA NA
NELSO NA NA NA
FLINT NA NA NA
GPI75 NA NA 163
ETHEL NA NA NA
COC77 NA NA 120
LIGHT NA NA NA
FRICT NA NA NA
HAMIS NA NA NA
ARIST NA NA NA
BRANN NA NA NA
SCOLL NA NA 127
BITES NA NA NA
APR81 NA NA 122
UPTUR NA NA 143
APR75 NA NA 122
RTH72 NA NA 168
CLEOP NA NA 137
CRUSA NA NA NA
XEN14 NA NA 143
YESTE NA NA NA
BRLGS NA NA NA
TRICK NA NA NA
PINCS NA NA NA
HUGHE NA NA NA
SDVIW NA NA NA
MICKY NA NA NA
SULUU NA NA NA
SOO72 NA NA 149
BOBBY NA NA NA
CAESA NA NA NA
BRAVO NA NA NA
SOB70 NA NA 101
COC75 NA NA 120
GROWT NA NA NA
COI77 NA NA 162
CROSS NA NA NA
COY76 NA NA 103
VIX82 NA NA 152
ELSIV NA NA NA
YECOA NA NA NA
BIGEA NA NA NA
ODDIE NA NA NA
SHAGG NA NA NA
LTSPI NA NA NA
BET73 NA NA 147
MANFR NA NA NA
DHA94 NA NA NA
CONGA NA NA NA
ZAPHO NA NA NA
CORKS NA NA NA
BON83 NA NA 108
TCL16 NA NA 139
PGB74 NA NA 101
TATTI NA NA NA
SAMSS NA NA NA
NICKS NA NA NA
BASIL NA NA NA
HECTO NA NA NA
MAXIS NA NA NA
CONAR NA NA NA
LAPHR NA DIL99 NA
BRC82 NA LIKEC 106
SCI87 NA RED77 156
GL376 NA PINCS 157
SOR84 NA NOB78 160
TOP85 NA RED77 112
GL380 NA SOO72 157
SIS91 NA LEN83 161
JOA88 NA BIGSG 124
HES80 NA RED72 130
DSA97 NA LIKEC NA
CRY90 NA LUZ82 130
DSB18 NA MNS06 NA
BIGSG NA SLIPP NA
LIB78 NA BLT71 165
DBL89 NA BAR82 172
ROCKY NA SLIPP NA
WILTS NA JOW89 NA
GEC97 NA FUL90 152
BUZZA NA INI85 NA
VIX86 NA KIL76 152
JES88 NA BITES 124
TOS98 NA OCH92 165
VIC80 NA CLE72 122
MOG77 NA BLT71 163
JOS79 NA MAXIS 106
BLO78 NA YHO72 156
QUINS NA NICKS NA
AXISS NA GROWT NA
DSA07 NA DIC90 NA
BIG76 NA SOLOM 154
BET76 NA YESTE 147
LIAMS NA CRUSA NA
THR80 NA RED72 101
SLITS NA CHE75 NA
LTNIK NA CAESA NA
CPBPT NA TRICK NA
BERTI NA INI85 NA
SPRIG NA BUDDY NA
MOM65 NA CRUSA 153
SLITT NA JAE03 NA
BOSSS NA CRUSA NA
CRAGS NA ROCKY NA
CEDRI NA FAN85 NA
KKONG NA M0109 NA
STUAR NA M0095 NA
DICKS NA THORS NA
SQUAS NA M0111 NA
CHRIS NA M0101 NA
KIN89 NA CONFI 170
JUNCU NA THORS NA
UHA00 NA BRG90 NA
MAG72 NA FAISA 153
MOA70 NA M0094 146
STERN NA M0088 NA
STUBB NA M0101 NA
MOM72 NA FAISA 153
BLF95 NA M0008 173
DSD17 NA M0088 NA
SCOWL NA M0063 NA
SLOPE NA M0135 NA
COC74 NA M0141 120
LTF72 NA HEINS 152
PGB83 NA MASSI 101
CAI70 NA HEINS 128
PLU84 NA M0058 122
F0001 NA NA NA
M0087 NA NA NA
NAK90 NA NA 143
M0089 NA NA NA
SPOCK NA NA NA
GINGR NA NA NA
MOLIB NA NA 165
M0093 NA NA NA
M0094 NA NA NA
M0014 NA NA NA
M0096 NA NA NA
M0097 NA NA NA
M0098 NA NA NA
M0099 NA NA NA
M0100 NA NA NA
M0101 NA NA NA
HEINS NA NA NA
DAMMY NA NA NA
TAMEG NA NA NA
MOWSP NA NA 123
M0106 NA NA NA
M0107 NA NA NA
LAVAL NA NA NA
BROWH NA NA 141
ALM80 NA NA 122
ELG68 NA NA 106
M0112 NA NA NA
M0032 NA NA NA
M0033 NA NA NA
F0071 NA NA NA
BLTLE NA NA 147
YTAGG NA NA 132
F0114 NA NA NA
UPRHI NA NA 155
CHOCH NA NA 158
BULGY NA NA 144
RTNIC NA NA 145
M0082 NA NA NA
CRUMP NA NA NA
M0044 NA NA NA
WBEYS NA NA NA
BROWN NA NA NA
M0141 NA NA NA
M0088 NA NA NA
M0049 NA NA NA
M0063 NA NA NA
M0132 NA NA NA
PGB75 NA NA 101
TURKS NA NA NA
M0133 NA NA NA
VICTO NA NA NA
M0137 NA NA NA
STRAC NA NA NA
M0139 NA NA NA
TRNRI NA NA 151
LITLH NA NA 159
CROTT NA NA 138
M0062 NA NA NA
SAGGY NA NA NA
M0076 NA NA NA
MYR74 NA NA 150
TOPIS NA NA NA
M0067 NA NA NA
PHANT NA NA NA
M0029 NA NA NA
SHTNK NA NA NA
M0031 NA NA NA
M0072 NA NA NA
M0138 NA NA NA
M0060 NA NA NA
FAISA NA NA NA
M0053 NA NA NA
M0081 NA NA NA
RGRHI NA NA 136
BROAD NA NA NA
BLC83 NA NA 156
THORS NA NA NA
M0001 NA NA NA
M0056 NA NA NA
FEEDE NA NA 135
M0079 NA NA NA
M0111 NA NA NA
M0153 NA NA NA
M0068 NA NA NA
MASSI NA NA NA
LONGB NA NA NA
M0051 NA NA NA
M0038 NA NA NA
M0058 NA NA NA
M0135 NA NA NA
M0069 NA NA NA
GREET NA NA 140
PIB83 NA NA 165
ARI96 ATH87 TURKS 132
YTA74 YTAGG M0107 132
RED74 REDYE M0107 133
CRT71 CROTT THORS 138
OCH83 SAF80 YELLO 138
WHE84 UPR74 MASSI 155
RGR71 RGRHI M0094 136
RED82 REDYE M0096 133
CRT74 CROTT SAGGY 138
TOK12 SLA07 M0050 152
PLO82 TRN74 GROWT 151
DID13 FDL00 ALD99 137
PERRN JOW93 SCOWL 123
CIN76 BST73 HECTO 139
LUT12 FDL03 BRAVO 137
ATH87 THO81 OTA76 132
CHK13 SOX04 TTL06 147
PAP87 CAL82 ROCKY 139
JUN85 BET73 ROCKY 147
MIC14 SCR04 FRT03 130
OTA78 OTAGG CORKS 130
SUR87 THO82 VIC80 132
SCO76 SCOLL MAXIS 127
SKA82 LIB78 WHI72 165
SQU01 EGR91 PEC90 143
CED00 SEQ95 CSK95 147
MOO94 MOY82 FIL86 155
WAX80 WHI76 CLE72 132
OAT87 BAR83 RED77 155
ANK89 KIL82 TIT79 144
CAN87 WHI73 BRF76 132
AYE13 MEE03 AIDAN 147
WAX85 WHI76 BRF76 132
DOR82 YTA72 LIT76 132
PLT07 KNO03 SPD01 143
TER85 TRN72 MEL79 151
CNK04 BEA00 GEC97 155
M0121 DHA94 YECOA NA
FTH03 WSD00 OVA98 135
WAG95 LPW91 FIL86 151
CMR05 CLT97 BULBY 142
GYP07 TIN00 ART00 140
BRF77 FEE71 STUBB 135
WIS06 CRB95 FRA96 158
QUN94 CAF89 HAL88 130
UMB84 MEL76 LTNIK 140
RHY88 MOS78 BRF76 138
FRR05 FAL99 PRN99 156
MAC83 YHO74 NRSWI 140
WIS01 CRB95 OCH92 158
CAL84 CIN78 LTNIK 139
WID79 MOW71 JUNCU 123
MOO96 MOY82 SOR84 155
TUR87 MUS77 OTA76 133
OPA08 STO96 SYC00 143
MOO86 MOY82 RED77 155
ETN04 ALD94 ZUC96 132
GRC76 GRE72 YESTE 140
LIM83 POL73 LTNIK 144
SCO78 SCOLL SOO72 127
MDD13 MEG06 PCN06 153
CCO93 LAM83 BIL85 142
WHA83 CUR78 LIC74 143
CRA81 BIG76 GROWT 154
CLA85 CLE77 LTNIK 137
CDN12 HOC07 FLG00 147
UPT82 UPTUR CRT72 143
SEP83 CHO73 GROWT 158
BAR80 UPR71 RGR72 155
BRF74 FEE71 TRICK 135
EGR96 IBI84 VIN88 143
MAS95 TUR85 SAF85 133
MNS12 STR96 FLG00 153
SEP84 CHO73 LIT79 158
BRG90 MUR85 CUR81 130
MEE11 YEW99 FLG00 147
JUG84 BRF79 NA 135
KNO02 TRK87 NA 143
LENNY DHA94 NA NA
SUR89 THO82 NA 132
GLR15 LPA02 NA 143
MAC87 YHO74 NA 140
CAN82 WHI73 NA 132
OTA80 OTAGG NA 130
GLR13 LPA02 NA 143
ASP78 TOR72 NA 151
M0086 SEY92 NA 132
SQU98 EGR91 NA 143
CRD99 FIN93 NA 133
SCO75 SCOLL NA 127
TEL87 PEC81 FORTS 127
SCO81 SCOLL PHANT 127
NAV15 SEQ05 SARGA 147
BIT01 SQU97 M0108 143
M0123 FEN89 LENNY 133
BR274 BRO70 SAGGY 141
SCO77 SCOLL PHANT 127
MOD72 MOM65 FAISA 153
GLR16 LPA02 DAMMY 143
TEA78 TAL71 SAGGY 141
DIL01 FEN90 M0078 133
CRE80 CLE76 PHANT 137
UPT74 UPTUR M0029 143
COL72 COLLE HEINS 130
CLE75 CLEOP SAGGY 137
F0135 KNO95 M0088 143
HAL94 TUR83 LENNY 133
TUFTY BLF95 M0150 173
TWX06 WIS01 SKU97 158
M0050 MOPRX ZUC95 123
TWE93 SEP84 JUG85 158
MUS79 RED74 SCO71 133
SLA06 GEC95 OVA98 152
OCH87 SAF80 BITES 138
F0153 F0152 PEP85 174
UPR74 UPRHI CECIL 155
FOL81 MOD72 YHO72 153
M0008 F0001 LIC76 NA
UPR68 UPRHI CRUSA 155
SAM94 CAL84 AVO84 139
SAF82 CRT76 CLE72 138
