id dam sire mtHap
VES08 NET02 CEDRI 147
NAV19 SEQ05 LAURE 147
NAV20 SEQ05 LAURE 147
NEB01 STA97 TNY94 144
NEB03 STA97 OCH92 144
NEB04 STA97 MAL95 144
NEB06 STA97 AIDAN 144
NEB07 STA97 HAW99 144
NEB09 STA97 MOZ02 144
PUF11 POM97 FLG00 153
NEC04 SPL98 TNY94 139
NEC05 SPL98 CEL97 139
NEC06 SPL98 CEL97 139
DIC88 HIC84 YTA77 147
NEC10 SPL98 STERN 139
DIC90 HIC84 VER81 147
VIN99 MUS84 HRM90 133
DIC92 HIC84 VER81 147
NEP97 IND92 TIG89 133
NEP98 IND92 DUNST 133
DIC95 HIC84 TYS83 147
DIC96 HIC84 SLT86 147
QIN20 MCU17 HDX11 138
DIC99 HIC84 TYS89 147
NET06 DOC94 CEDRI 147
NET07 DOC94 CEDRI 147
DID08 FDL00 STUAR 137
DID09 FDL00 MOU05 137
DID12 FDL00 BSY02 137
DID14 FDL00 BRAVO 137
DID15 FDL00 BRAVO 137
NIA20 ARE14 WSD11 147
QUN98 CAF89 SAF88 130
DIL99 FEN90 SAF88 133
NIV01 SAX97 TAM94 138
GRC85 GRE72 TER75 140
VNS07 BUT02 CLT95 144
VNS13 BUT02 SPD01 144
NON82 NOB76 LTNIK 144
DOC00 HIC88 LIZ89 147
DOC01 HIC88 TNY94 147
NON86 NOB76 YTA77 144
DOC03 HIC88 EGR93 147
NON88 NOB76 TIT79 144
DOC93 HIC88 VER81 147
NUT02 TOS98 TAM94 165
FAN92 COL80 AVO84 130
DOC96 HIC88 SLT86 147
OAT90 BAR83 RED77 155
DOC98 HIC88 TYS89 147
DOC99 HIC88 SLT86 147
DOO90 NON86 KIW79 144
DOR78 YTA72 JUNCU 132
DOR83 YTA72 LIKEC 132
DOR85 YTA72 OTA76 132
DOT02 LPW93 KKONG 151
DOT04 LPW93 THS95 151
DOT97 LPW93 FLY86 151
DPU94 DBL89 DSA97 172
DPU95 DBL89 SCI87 172
WAL05 DIC95 WOD96 147
WAL06 DIC95 CEDRI 147
DRE14 PRC09 SYC02 138
ONY08 RBY05 WILTS 143
DRE17 PRC09 SLITT 138
DRO20 SPY15 WSD11 143
DRO21 SPY15 LAURE 143
WAL99 DIC95 TYS89 147
DRP04 SAX99 GEC97 138
DRP05 SAX99 PRN01 138
ONY15 RBY05 ZAPHO 143
RAS20 MTT08 WSD11 130
ONY17 RBY05 LAURE 143
ONY20 RBY05 WSD11 143
SUD19 RDD14 WSD11 130
OPA01 STO96 PEREG 143
OPA03 STO96 ATH91 143
HDI08 RAP03 IVY96 140
DTN06 TRT00 STUAR 138
DUB06 STI02 CSK93 143
DUB08 STI02 STUAR 143
DUB09 STI02 SYC00 143
DUB11 STI02 SPD01 143
DUB12 STI02 ANM04 143
DUB13 STI02 RUM03 143
DUB14 STI02 BRAVO 143
DUB15 STI02 BRAVO 143
DUB16 STI02 LAURE 143
ORA13 ANM02 STERN 144
ORA14 ANM02 GLR07 144
HED08 IVY97 HAW99 147
WHF07 WHZ02 TNY94 143
WHF10 WHZ02 PERCY 143
ORC99 CRO90 JOW89 138
SUR91 THO82 BON83 132
ORP91 CLA87 RED79 137
ORP92 CLA87 AVO84 137
EBO87 PET83 ROCKY 147
RIB00 BCL96 OAT89 144
EBO90 PET83 RHY82 147
EBO92 PET83 AVO84 147
EDA09 CHD05 MOU02 142
EDA10 CHD05 BSY02 142
EDA13 CHD05 MOU05 142
EDA14 CHD05 MOU05 142
WHS90 BAR79 VER81 155
HIA01 PID97 TYS89 144
EDD13 RUF09 MOU05 143
OVA00 CAF93 TOU91 130
EDD15 RUF09 LAURE 143
EDD16 RUF09 MOU09 143
WHZ05 CGH94 TNY94 143
OXA05 SRL91 SYC96 138
WHZ07 CGH94 TNY94 143
EGR88 IBI84 LEN83 143
SWT17 FRT06 WSD11 144
EGR91 IBI84 BITES 143
WIC16 SOX09 TONKS 147
OXY00 DOC96 SLT86 147
EGR95 IBI84 INI85 143
EID01 MAL93 AST91 141
EID03 MAL93 KKONG 141
MAM20 VIP11 ARE16 147
EID07 MAL93 SYC00 141
EID09 MAL93 IVY96 141
EID97 MAL93 OAT89 141
WIG85 TEA76 LTNIK 141
WIG88 TEA76 OTC76 141
ELA15 ARA11 ZAPHO 147
ELA17 ARA11 DUB09 147
ELF83 CLC78 LIC74 130
PAN04 PID95 TNG94 144
ELK17 LEI13 ZAPHO 140
RUF03 GOD97 BULBY 143
PAN07 PID95 SPL99 144
ELK20 LEI13 HALFE 140
ELK21 LEI13 HALFE 140
WLK15 SLL07 DUB09 144
EMB08 CND04 CLW00 140
EMB10 CND04 KAR02 140
WIC20 SOX09 UHA14 147
EMB13 CND04 SHAGG 140
EMB14 CND04 BOM06 140
EMB15 CND04 SHAGG 140
EME21 PRL17 UHA14 143
EMU15 LYR12 HIA08 137
PCL06 PIC98 PERCY 133
PCL08 PIC98 PERCY 133
EMU19 LYR12 VNS13 137
EMU20 LYR12 LAURE 137
EMU21 LYR12 LAURE 137
PCN09 WAL02 MOZ02 147
PCN10 WAL02 FLG00 147
WRE07 WAG96 WILTS 151
EQU92 INI87 PEC85 136
PCN13 WAL02 STERN 147
PCN14 WAL02 STERN 147
PCN15 WAL02 ZAPHO 147
HOO08 CGH00 SYC97 143
ETN97 ALD94 JUG85 132
PCN18 WAL02 IOLOO 147
MCQ14 PPL11 SHAGG 144
WSD14 MLR96 HAZ10 135
FAN86 COL80 VER81 130
FAN87 COL80 KIW79 130
WST21 LIA14 MNM15 147
FAN90 COL80 ROCKY 130
MOL79 MOM65 BLT71 153
PEA13 NEC05 MOU05 139
FAN94 COL80 CROSS 130
FAN96 COL80 INI85 130
FAT20 ARA15 RDD13 147
FDL00 VIO89 HER91 137
FDL03 VIO89 KKONG 137
FDL06 VIO89 CEL97 137
FDL93 VIO89 INI85 137
TIC11 CLO96 MOZ02 147
FDL96 VIO89 INI85 137
MOU02 DIC94 EGR95 147
FDL99 VIO89 BASIL 137
IBI81 UPT77 MAXIS 143
YOG12 YOS01 SHAGG 147
YOS00 SEQ96 PEREG 147
YOS01 SEQ96 ATH91 147
YOS03 SEQ96 ATH91 147
YOS05 SEQ96 TNY94 147
PEP85 MUS81 OTA76 133
PEP86 MUS81 BRF76 133
ILE89 CHE80 TIT79 147
PEP91 MUS81 FOL84 133
SCA93 LOB86 VER84 151
MEE05 YEW99 CSK93 147
WST20 LIA14 GLR12 147
ING17 LEI12 TONKS 140
ZAN95 ALD91 TIG89 132
ZAN98 ALD91 PEREG 132
ZAN99 ALD91 CHP90 132
ZAP13 NAV08 ALD99 147
MEG06 MAR95 DOC95 153
FIB13 FMR06 TRT02 147
FID82 VER78 CRT72 136
INI92 VER79 AVO84 136
FID86 VER78 SEP77 136
SCP14 EID03 SYC02 141
FID88 VER78 BITES 136
MEL76 YHO71 MAXIS 140
FID90 VER78 RHY82 136
PHL94 PID89 TYS83 144
FIE90 SIE82 SLITS 140
ZUC05 CUC91 TNY94 140
FIJ98 ALD95 AST91 132
PHL98 PID89 TYS89 144
IVO97 EBO90 BASIL 147
SCR97 GRA93 AST91 130
TNS11 LMS07 SHAGG 143
ZUN18 NAV14 LAURE 147
ZUN19 NAV14 VNS13 147
SCT09 CRM99 TNG97 138
MIC16 SCR04 BRY11 130
MIC17 SCR04 GLR09 130
TNY94 TIT84 JUG85 137
FLA87 UPT79 OTA76 143
FLA90 UPT79 ROCKY 143
FLA91 UPT79 LEN83 143
FLA93 UPT79 CROSS 143
FLG00 ANK90 PIC90 144
FLG97 ANK90 SLT86 144
FLG98 ANK90 LIZ89 144
SEE96 SES89 FIL86 155
FLM15 EMB12 FRT03 140
TOO00 TUS96 VIN88 135
PIL99 HER93 ALC91 140
FLU10 PCO06 CLW00 137
PIN78 TAL70 MAXIS 141
PIP98 TEL90 FAN85 127
JAH21 RAS16 UHA14 130
SEP87 CHO73 CUR81 158
PLO77 TRN74 CONGA 151
FMR04 HOL00 TNG94 147
FMR06 HOL00 CSK95 147
SEQ07 SYC91 STUAR 147
FMR09 HOL00 EID01 147
FNY01 FOP97 TNY94 144
PLS20 MAJ14 HALFE 138
PLS21 MAJ14 HALFE 138
PLT09 KNO03 MOU02 143
JEE96 HAL90 FEN91 133
JEE98 HAL90 SAF88 133
FOP01 DAN90 TNY94 144
MNM09 CHN03 TNG97 138
FOP05 DAN90 CEDRI 144
JMC17 RAS13 WSD11 130
FOP97 DAN90 SLT86 144
FOP98 DAN90 LIZ89 144
FOP99 DAN90 CSK93 144
FOU00 SUL90 CRAGS 151
FOU01 SUL90 SCI87 151
FOU03 SUL90 BUZZA 151
FOU06 SUL90 AIDAN 151
FOU07 SUL90 AIDAN 151
FOU94 SUL90 SOR84 151
FOU95 SUL90 FIL86 151
FOU97 SUL90 SKA85 151
FOU99 SUL90 SCI87 151
JUG90 BRF79 RED79 135
SHO19 CND12 WSD11 140
JUG92 BRF79 PRK83 135
FRA04 PEN90 CSK93 155
FRA94 PEN90 CROSS 155
FRA95 PEN90 CRAGS 155
FRA96 PEN90 JUG85 155
FRA98 PEN90 SCI87 155
SIG07 RPP03 WILTS 143
KAL21 PLS18 GLR09 138
KAN16 WIC13 ZAPHO 147
POL84 POLLU RED77 144
WRE09 WAG96 EID01 151
FRO90 BIL84 KIW79 150
FRO91 BIL84 WEE85 150
POM03 BNX93 SANDY 153
FRO95 BIL84 TYS83 150
FRO96 BIL84 EGR88 150
SKI97 OAT90 FIL86 155
SKU01 FUL86 BUZZA 153
FRR04 FAL99 DOC95 156
FRT00 BUT96 HER91 144
FRT02 BUT96 BASIL 144
FRT03 BUT96 WOD96 144
GYP11 TIN00 TNG97 140
LMS03 GOD94 KKONG 143
GYP16 TIN00 ZAPHO 140
FRT08 BUT96 SYC00 144
RAS17 MTT08 ZAPHO 130
RAS18 MTT08 TTL06 130
FTH07 WSD00 SPL99 135
PPT11 WAG06 FLG00 151
PPT13 WAG06 FLG00 151
KKA15 WAL11 ZAPHO 147
MOU00 DIC94 CRAGS 147
RBY06 STO98 EGR95 143
KKA20 WAL11 WSD11 147
PPY10 HON06 ICE03 138
TYS87 TOR75 RED77 151
PPY12 HON06 LAPHR 138
PRA89 TER84 RED77 151
PRA91 TER84 RED77 151
SLO98 GIN93 BASIL 147
KLD06 BNX94 DPU94 153
SLO99 GIN93 BASIL 147
KLD99 BNX94 SCI87 153
GAL84 POL77 RED77 144
PRC09 TRT98 SYC00 138
GAL87 POL77 YTA77 144
PRC12 TRT98 KAR02 138
PRC14 TRT98 ZAPHO 138
KLP16 MTT10 TONKS 130
GAN01 SUL94 CSK93 151
GAN03 SUL94 CSK93 151
PRI83 PGB74 MAG72 101
GAN05 SUL94 CSK93 151
KNO90 TRK87 LEN83 143
KNO91 TRK87 LEN83 143
SML17 WHF10 ORY12 143
KNO95 TRK87 WEE85 143
KNO99 TRK87 JUG90 143
SNI77 GRE73 MAXIS 140
HEB00 BEE94 VIN88 147
MRY05 MAR93 SANDY 153
GEM87 POL79 LEN83 144
SOA16 BRY10 HIA08 153
PRN99 OXA95 VIN88 138
GEM91 POL79 CHE82 144
PRS95 ATH89 SAF85 132
HOC07 HOL97 PRN01 147
GGZ15 CHD10 BRAVO 142
PRS99 ATH89 AST91 132
PRT96 ORP92 INI85 137
GGZ19 CHD10 LAURE 142
GGZ20 CHD10 LAURE 142
GGZ21 CHD10 LAURE 142
PSS10 CND06 SYC00 140
SOL98 THO84 HRM90 132
MUR88 COL79 CHE82 130
PSS15 CND06 HEL05 140
USS18 MEE05 PACKH 147
SOP17 WLK11 STERN 144
SOP18 WLK11 IOLOO 144
PTL00 MNX89 BUZZA 153
LAR02 KIT95 CSK93 151
PTL93 MNX89 FLY86 153
LAR04 KIT95 THS95 151
LAR05 KIT95 CSK93 151
LAR06 KIT95 AIDAN 151
PTL98 MNX89 EGR88 153
LAR11 KIT95 FLG00 151
LAR99 KIT95 SCI87 151
NAV08 SEQ05 ALD99 147
NAV09 SEQ05 MOU02 147
LAV11 CLK06 RUSTY 130
LAZ11 AZU07 DEO07 138
OXA99 SRL91 SAF88 138
SEQ05 SYC91 CLT95 147
SPD00 KNO95 FAN85 143
VES06 NET02 CEDRI 147
GLR19 LPA02 HDX11 143
PUE19 NAV12 LAURE 147
GLZ15 MAJ12 GLR09 138
PUF04 POM97 CSK93 153
GNB07 SLO01 CEDRI 147
GNB08 SLO01 RAP00 147
PUF07 POM97 AIDAN 153
PUF08 POM97 AIDAN 153
VES17 NET02 STERN 147
RUB12 GRA98 UKL05 130
PUF12 POM97 FRT05 153
GOD00 AVO90 OAT89 143
GOD02 AVO90 KKONG 143
GOD03 AVO90 JUG90 143
GOD94 AVO90 CROSS 143
PUP20 SWT17 RDD13 144
QIN21 MCU17 SULUU 138
QTZ12 TIC07 TRT02 147
QTZ13 TIC07 STERN 147
QTZ14 TIC07 RUM04 147
SPY12 RPP08 BRAVO 143
QTZ19 TIC07 AYE15 147
SPY14 RPP08 MOU05 143
NET03 DOC94 WOD96 147
NET04 DOC94 TNG94 147
GRA04 FAN90 TNG95 130
GRA07 FAN90 EGR95 130
LIL02 THU96 OVA98 140
QUN00 CAF89 BASIL 130
GRA95 FAN90 RHY82 130
GRA96 FAN90 INI85 130
GRA97 FAN90 INI85 130
LIM80 POL73 MAXIS 144
SIN21 BED17 GLR09 140
GRC81 GRE72 MYR72 140
LIN11 CHF07 CMT06 151
RAI87 SLT84 VIC80 122
WSD05 MLR96 FRO95 135
HOO10 CGH00 RUM04 143
STA95 GAL89 FOL84 144
RAP03 THU94 TAM94 140
GTO20 BOO15 WSD11 147
GTR06 CLL02 FRO95 137
RAP98 THU94 WOD90 140
GYP09 TIN00 WILTS 140
HRM94 INI86 TYS83 136
PEA10 NEC05 WILTS 139
HRM96 INI86 INI85 136
HAL87 TUR83 OTA76 133
HRM98 INI86 OAT89 136
HRM99 INI86 BASIL 136
HAL92 TUR83 CROSS 133
STI99 AVO89 ATH91 143
HAL95 TUR83 TIG89 133
RBY03 STO98 PEREG 143
HAL98 TUR83 SAF88 133
SLL07 PAN00 SPL99 144
RBY07 STO98 WILTS 143
RBY09 STO98 PERCY 143
HAN15 JAE08 FRT03 153
HAN16 JAE08 KLD06 153
RDD08 CLK04 PERCY 130
HAN18 JAE08 PACKH 153
HAN20 JAE08 WSD11 153
RDD13 CLK04 SPD01 130
HAR82 MOY76 TAL75 155
RDD15 CLK04 FRT03 130
HAR85 MOY76 YTA77 155
RDD17 CLK04 ZAPHO 130
HAW94 SUR91 SUR86 132
RDD19 CLK04 WSD11 130
STR97 MNX90 SCI87 153
HAZ10 LCH06 TNG97 147
RDD21 CLK04 WSD11 130
MEG00 MAR95 BUZZA 153
SUL84 TER80 RED77 151
SUL85 TER80 RED77 151
SUL87 TER80 RED77 151
HDI11 RAP03 RUSTY 140
OPA06 STO96 PERCY 143
OPA07 STO96 GEC97 143
OPA10 STO96 PERCY 143
HDX15 GTR06 BOBBY 137
SCP15 EID03 HEL05 141
HEB98 BEE94 PEC89 147
RDD20 CLK04 WSD11 130
HED01 IVY97 TYS89 147
HED04 IVY97 OCH92 147
RHE13 OXY05 STERN 147
RHE14 OXY05 STERN 147
SUN96 RHY86 AVO84 138
HED10 IVY97 FLG00 147
RHU07 ALD03 ZUC98 132
LYR12 LUT08 MOU05 137
IVY01 ILE87 TNY94 147
HEL03 ORC95 CSK95 138
WHI73 WHIGR CAESA 132
HEL07 ORC95 TNY94 138
SUR99 THO82 HRM90 132
ORY09 JAE02 EID01 153
RIB05 BCL96 IVY96 144
RIB07 BCL96 CLT95 144
SPY20 RPP08 WSD11 143
HEX15 HED08 SEQ07 147
HEX17 HED08 OXY09 147
HEX20 HED08 ORY12 147
SWI88 TER83 OTC76 151
HIA03 PID97 TNG94 144
HIA04 PID97 OCH92 144
HIA06 PID97 TNY94 144
HIA08 PID97 PERCY 144
HIA09 PID97 DANDP 144
HIA11 PID97 PERCY 144
ROM98 TIN95 JOW89 140
SWT16 FRT06 SHAGG 144
WHZ98 CGH94 PEREG 143
OXA97 SRL91 ATH91 138
SEQ03 SYC91 TNY94 147
WIC13 SOX09 CLW00 147
WIC17 SOX09 ZAPHO 147
OXY01 DOC96 TNY94 147
MAM18 VIP11 HDX13 147
OXY05 DOC96 TNG94 147
SYC96 PET87 AVO84 147
HIM12 OXY06 ART00 147
SYC98 PET87 SUR86 147
RUB05 GRA98 TNG94 130
RUB06 GRA98 TNY94 130
HIM17 OXY06 STERN 147
RUB10 GRA98 FLG00 130
MNM12 CHN03 KAR02 138
RUF00 GOD97 AST91 143
RUF02 GOD97 FRO95 143
MAR97 MAW83 DUN89 153
HLD20 HEX15 RDD13 147
RUF05 GOD97 CEL97 143
PAN09 PID95 WILTS 144
HOC01 HOL97 TNY94 147
HOC03 HOL97 OCH92 147
HOC04 HOL97 BNX96 147
HOC05 HOL97 CEDRI 147
DID06 FDL00 STUAR 137
HOC09 HOL97 EID01 147
RUI10 KLD05 EID01 153
RUM00 STI96 BCL90 143
PCL02 PIC98 CHP90 133
RUM03 STI96 BULBY 143
HOL93 ILE86 AVO84 147
RUM06 STI96 CSK93 143
RUM07 STI96 STUAR 143
RUM09 STI96 BSY02 143
RUM13 STI96 MOU05 143
RUM99 STI96 BCL90 143
POL77 POLLU SOLOM 144
SQU97 EGR91 AST91 143
PCN12 WAL02 ART00 147
SAE19 RUB12 WSD11 130
HOO07 CGH00 PERCY 143
MCD15 WAL06 RUM04 147
SKI94 OAT90 CUR85 155
HOP12 FTH08 FRT03 135
WSD11 MLR96 KAR02 135
MCQ17 PPL11 TTL09 144
SAG00 SEM95 SCI87 155
SAG03 SEM95 SEQ98 155
SAG04 SEM95 CSK95 155
SKU95 FUL86 SKA85 153
RAS12 MTT08 CLW00 130
WAG01 LPW91 EGR88 151
HRM97 INI86 TIG89 136
LMS05 GOD94 EGR93 143
LMS06 GOD94 TNG95 143
TIC04 CLO96 OCH92 147
MDD15 MEG06 KLD06 153
HRT16 WAS10 STERN 147
HRT18 WAS10 WSD11 147
LMS98 GOD94 JOW89 143
LMS99 GOD94 HER91 143
SLL09 PAN00 WILTS 144
HUR14 TSU10 BOM06 153
YOG08 YOS01 IVY96 147
IBI82 UPT77 MAXIS 143
IBI84 UPT77 TOR76 143
TIK01 HAL95 HAL88 133
IDU84 THO80 OTA76 132
ILE84 CHE80 TER75 147
MEA90 BAR84 TIT79 155
SAX98 TAM93 RHINO 138
YOS10 SEQ96 SYC00 147
ILE90 CHE80 RHY82 147
MEE03 YEW99 BUZZA 147
TIN04 THU91 EGR93 140
ING16 LEI12 BRY11 140
MEE08 YEW99 AIDAN 147
INI83 VER79 LIT74 136
KLP18 MTT10 WSD11 130
INI86 VER79 OTC76 136
INI87 VER79 RED79 136
KNO03 TRK87 PERCY 143
SCP07 EID03 TNY94 141
SCP09 EID03 IVY96 141
TLS15 SCR06 SHAGG 130
TLS16 SCR06 SHAGG 130
PHA07 LPA04 GEC97 143
MRY02 MAR93 BUZZA 153
ZEP18 WHF07 TTL06 143
TNG92 FAN88 AVO84 130
PHE18 PPL15 HDX11 144
SCR03 GRA93 TNY94 130
SCR04 GRA93 TNY94 130
IVO94 EBO90 TYS83 147
IVO96 EBO90 INI85 147
MGH06 MEG00 DPU94 153
TNQ14 GNB07 MOZ02 147
LAC04 BCL95 IVY96 144
MTT08 TNG99 GEC97 130
IVY03 ILE87 WOD96 147
TNY90 TIT84 TRA83 137
LAM84 CMO78 ROCKY 142
TNY91 TIT84 LEN83 137
USS10 MEE05 AIDAN 147
IVY95 ILE87 JUG85 147
IVY96 ILE87 SLT86 147
TOG91 BCL84 LEN83 144
MLA19 RAS12 WSD11 130
SDY21 RUM09 ORY12 143
MLA21 RAS12 WSD11 130
SEE95 SES89 AVO84 155
MLD04 HRM99 TNG94 136
MLD06 HRM99 TNY94 136
PIL98 HER93 CRY90 140
SOX07 SEQ01 SYC97 147
JAE03 BNX95 SANDY 153
SOX09 SEQ01 STUAR 147
SEP77 CHO73 BOSSS 158
SOX11 SEQ01 BSY02 147
SEP78 CHO73 CONAR 158
JAY01 CGH95 AST91 143
SKA85 LIB78 LIKEC 165
TTL09 LMS00 ALD99 143
PLO84 TRN74 RED77 151
TUI13 TTL04 BEL08 143
SEQ96 SYC91 OAT89 147
SEQ97 SYC91 BASIL 147
JEE94 HAL90 TYS83 133
SEQ99 SYC91 PEC90 147
TRI98 FEA94 AST91 151
MNG13 TRT03 LAPHR 138
JEE99 HAL90 EGR93 133
SES87 HAR82 YTA77 155
MNM11 CHN03 KAR02 138
MAR91 MAW83 BAR82 153
SES91 HAR82 RED79 155
JMC19 RAS13 TONKS 130
MNM15 CHN03 BOBBY 138
SFY06 ROM02 PRT97 140
SHA92 BCL87 RED81 144
TRT94 OCH90 AVO84 138
SHE12 DID09 MOZ03 137
SHI99 GRA95 PEREG 130
TRT97 OCH90 TIG89 138
SHL04 GRA96 BUZZA 130
LIA21 ARA09 UHA14 147
SPU18 SPY12 WSD11 143
NET01 DOC94 TNY94 147
SHO17 CND12 GLR09 140
PAW19 APO15 VNS13 147
JUL04 JOW93 BULBY 123
SHO21 CND12 GLR09 140
TSL05 THS96 TNY94 139
JUN84 BET73 LTNIK 147
SIG06 RPP03 BNX96 143
TSU14 MNS03 NEC06 153
LIL07 THU96 MOU02 140
LIL09 THU96 SYC02 140
SIG09 RPP03 WILTS 143
SOP20 WLK11 RDD13 144
SIT10 UKL06 SPD01 137
WAS10 BUM06 FLG00 147
WAS12 BUM06 ART00 147
SAE21 RUB12 WSD11 130
UMB85 MEL76 TRN77 140
MOJ16 GNB10 ZAPHO 147
TUR85 MUS77 OTA76 133
SKU91 FUL86 SOR84 153
MOJ19 GNB10 WSD11 147
SKU94 FUL86 SKA85 153
LMS00 GOD94 OAT89 143
MOL75 MOM65 PINCS 153
SAG06 SEM95 SYC00 155
LMS04 GOD94 TNG95 143
TIC01 CLO96 TNY94 147
TIC03 CLO96 OCH92 147
LMS07 GOD94 SYC02 143
PPL16 FRT07 GLR09 144
OAT95 BAR83 FIL86 155
STN09 LMS05 EID01 143
TIC09 CLO96 FLG00 147
OCC88 CLC80 MAC81 130
LNC04 SAX00 SYC96 138
MOU03 DIC94 EGR95 147
SLO00 GIN93 PEREG 147
WAL03 DIC95 OCH92 147
SLO03 GIN93 ART00 147
KLD01 BNX94 SCI87 153
KLD03 BNX94 SANDY 153
SLO07 GIN93 CEDRI 147
STO97 WHA89 INI85 143
WAL09 DIC95 FLG00 147
LPA06 LMS97 GEC97 143
KLN15 PRC12 BOBBY 138
PRC07 TRT98 ALD99 138
STR95 MNX90 SLT86 153
SLR10 FLG98 ART00 144
MOZ05 BIE97 CEL97 142
MOZ07 BIE97 CLW00 142
MEE13 YEW99 FRT05 147
KLP20 MTT10 WSD11 130
TIN98 THU91 BASIL 140
VNS06 BUT02 WILTS 144
UMB83 MEL76 OTC76 140
PLO79 TRN74 BOSSS 151
MRN01 ALB94 BUZZA 153
MRN98 ALB94 BASIL 153
MRN99 ALB94 SCI87 153
OPA11 STO96 SPL04 143
SUL94 TER80 EGR88 151
LUN09 BSY04 TNG97 147
WHA86 CUR78 OTC76 143
MRY97 MAR93 SCI87 153
SOA17 BRY10 JAE05 153
UPT77 UPTUR YESTE 143
SHO20 CND12 GLR09 140
LAC00 BCL95 RHINO 144
MTT04 TNG99 TNG94 130
UPT79 UPTUR MAXIS 143
MTT06 TNG99 IVY96 130
LAM81 CMO78 CRT72 142
LAM83 CMO78 OTC76 142
SCT07 CRM99 PERCY 138
MUR85 COL79 BET76 130
ORY07 JAE02 AIDAN 153
WHI82 WHIGR COY76 132
ORY10 JAE02 AIDAN 153
ORY12 JAE02 FLG00 153
ORY16 JAE02 CLV09 153
SWA02 SWI88 BUZZA 151
LAR01 KIT95 TYS89 151
MYF11 BUT06 CLW00 144
LAR03 KIT95 BUZZA 151
NAK92 FLA85 BON83 143
SOX06 SEQ01 CLT95 147
SWI92 TER83 CHE82 151
LAR08 KIT95 AIDAN 151
MAJ14 PRC06 LAPHR 138
SOX10 SEQ01 BRAVO 147
ROM09 TIN95 BSY02 140
SWT12 FRT06 MND99 144
SQU04 EGR91 CSK93 143
MEG02 MAR95 SEE95 153
WSD00 MLR96 VIN88 135
POM01 BNX93 BUZZA 153
PCN16 WAL02 STERN 147
VNS15 BUT02 RUM03 144
NAV17 SEQ05 ZAPHO 147
LEA15 ORY07 ZAPHO 153
GGZ13 CHD10 FRT03 142
PUF01 POM97 SANDY 153
LEI12 RAP06 KAR02 140
LEI13 RAP06 SYC02 140
VES15 NET02 STERN 147
LEI16 RAP06 VNS09 140
VES16 NET02 NEC06 147
PAN01 PID95 TNY94 144
MAR95 MAW83 SLT86 153
VEL20 URC15 KLD06 144
PUF13 POM97 JAE05 153
LEN83 MOY73 GROWT 155
NEC08 SPL98 STUAR 139
SPS21 SPY18 UHA14 143
SPT17 CBS13 GLR09 140
RUF07 GOD97 STUAR 143
LIA20 ARA09 WSD11 147
MAT96 MAR89 FIL86 153
MAT98 MAR89 SCI87 153
PAR83 COW79 LTNIK 101
NET02 DOC94 OCH92 147
WOD88 CAP84 ROCKY 140
WOD90 CAP84 RED79 140
PCL04 PIC98 ATH91 133
LIL00 THU96 PEREG 140
NET08 DOC94 HAW99 147
NET98 DOC94 TYS89 147
LIL06 THU96 TNY94 140
WRE00 WAG96 AST91 151
WRE03 WAG96 KKONG 151
NIA19 ARE14 JAD12 147
VIR21 MCD15 UHA14 147
PRC11 TRT98 PERCY 138
MOZ09 BIE97 MOU02 142
MEG04 MAR95 SANDY 153
ULU12 DID06 UKL05 137
OPA04 STO96 TNY94 143
REG19 RAS14 SPL09 130
NON83 NOB76 TER75 144
STB04 OPA99 TNG94 143
VOR17 EDD13 LAURE 143
NON87 NOB76 AXISS 144
MCU14 MNG09 MRY02 138
VOR19 EDD13 WSD11 143
POT10 TRT05 PERCY 138
PEA12 NEC05 DSD17 139
STI02 AVO89 FRO95 143
OAT89 BAR83 RED77 155
MCU21 MNG09 WSD11 138
LMS09 GOD94 TKN99 143
YEW06 HOL94 FRT02 147
MDD16 MEG06 HIA08 153
WAG97 LPW91 CRAGS 151
WAG96 LPW91 FIL86 151
WAG99 LPW91 EGR88 151
LOB84 TOR78 TAL75 151
LOB85 TOR78 RED77 151
MOU05 DIC94 MAL95 147
LOB87 TOR78 RED77 151
LOB88 TOR78 VER81 151
LOB89 TOR78 FOL77 151
STO96 WHA89 INI85 143
MEA89 BAR84 VER81 155
SAX00 TAM93 OPE89 138
YOS07 SEQ96 TNY94 147
LPA07 LMS97 ZUC98 143
STR03 MNX90 BUZZA 153
SCA91 LOB86 VER81 151
STR96 MNX90 PEP85 153
MEE06 YEW99 FLG00 147
SCA98 LOB86 AST91 151
QUN92 CAF89 CROSS 130
ROM02 TIN95 KKONG 140
VIL20 AME15 WSD11 143
MCD14 WAL06 ZAPHO 147
SLR13 FLG98 RUM04 144
RHE16 OXY05 CLW00 147
POM04 BNX93 DPU94 153
WEA17 RPP12 ULU12 143
WEE82 WHE77 BLT71 155
SML18 WHF10 WSD11 143
PHA10 LPA04 ALD99 143
ZEP16 WHF07 ZAPHO 143
WHA84 CUR78 TRN77 143
SUN89 RHY86 VIC80 138
LUT10 FDL03 SPD01 137
WHA91 CUR78 RHY82 143
SUN94 RHY86 SAF88 138
PHL97 PID89 DUNST 144
MAC85 YHO74 OTA76 140
SCR07 GRA93 SYC97 130
ZUC06 CUC91 TNY94 140
TNS12 LMS07 WSD08 143
SUR92 THO82 FRE87 132
URC16 ANM06 RBY07 144
SUR97 THO82 SAF88 132
PSE15 WSD12 BOBBY 135
URC18 ANM06 KLD06 144
TNY98 TIT84 INI85 137
TOG90 BCL84 RED81 144
